id,length,starting_pitch,sequence
1307,10,B,"B, F, B, F, F, F, B, F, F, B"
1308,10,B,"B, F, B, F, F, F, F, B, F, B"
1309,10,B,"B, F, B, F, F, F, F, F, B, B"
1310,10,B,"B, F, S, B, B, F, F, F, F, B"
1311,10,B,"B, F, S, B, F, B, F, F, F, B"
1312,10,B,"B, F, S, B, F, F, B, F, F, B"
1313,10,B,"B, F, S, B, F, F, F, B, F, B"
1314,10,B,"B, F, S, B, F, F, F, F, B, B"
1315,10,B,"B, F, S, F, B, B, F, F, F, B"
1316,10,B,"B, F, S, F, B, F, B, F, F, B"
1317,10,B,"B, F, S, F, B, F, F, B, F, B"
1318,10,B,"B, F, S, F, B, F, F, F, B, B"
1319,10,B,"B, F, S, F, F, B, B, F, F, B"
1320,10,B,"B, F, S, F, F, B, F, B, F, B"
1321,10,B,"B, F, S, F, F, B, F, F, B, B"
1322,10,B,"B, F, S, F, F, F, B, B, F, B"
1323,10,B,"B, F, S, F, F, F, B, F, B, B"
1324,10,B,"B, F, S, F, F, F, F, B, B, B"
1325,10,B,"B, F, C, B, B, F, F, F, F, B"
1326,10,B,"B, F, C, B, F, B, F, F, F, B"
1327,10,B,"B, F, C, B, F, F, B, F, F, B"
1328,10,B,"B, F, C, B, F, F, F, B, F, B"
1329,10,B,"B, F, C, B, F, F, F, F, B, B"
1330,10,B,"B, F, C, F, B, B, F, F, F, B"
1331,10,B,"B, F, C, F, B, F, B, F, F, B"
1332,10,B,"B, F, C, F, B, F, F, B, F, B"
1333,10,B,"B, F, C, F, B, F, F, F, B, B"
1334,10,B,"B, F, C, F, F, B, B, F, F, B"
1335,10,B,"B, F, C, F, F, B, F, B, F, B"
1336,10,B,"B, F, C, F, F, B, F, F, B, B"
1337,10,B,"B, F, C, F, F, F, B, B, F, B"
1338,10,B,"B, F, C, F, F, F, B, F, B, B"
1339,10,B,"B, F, C, F, F, F, F, B, B, B"
1340,10,B,"B, F, F, B, B, F, F, F, F, B"
1341,10,B,"B, F, F, B, F, B, F, F, F, B"
1342,10,B,"B, F, F, B, F, F, B, F, F, B"
1343,10,B,"B, F, F, B, F, F, F, B, F, B"
1344,10,B,"B, F, F, B, F, F, F, F, B, B"
1345,10,B,"B, F, F, F, B, B, F, F, F, B"
1346,10,B,"B, F, F, F, B, F, B, F, F, B"
1347,10,B,"B, F, F, F, B, F, F, B, F, B"
1348,10,B,"B, F, F, F, B, F, F, F, B, B"
1349,10,B,"B, F, F, F, F, B, B, F, F, B"
1350,10,B,"B, F, F, F, F, B, F, B, F, B"
1351,10,B,"B, F, F, F, F, B, F, F, B, B"
1352,10,B,"B, F, F, F, F, F, B, B, F, B"
1353,10,B,"B, F, F, F, F, F, B, F, B, B"
1354,10,B,"B, F, F, F, F, F, F, B, B, B"
1355,10,S,"S, B, B, B, S, F, F, F, F, B"
1356,10,S,"S, B, B, B, C, F, F, F, F, B"
1357,10,S,"S, B, B, B, F, F, F, F, F, B"
1358,10,S,"S, B, B, S, B, F, F, F, F, B"
1359,10,S,"S, B, B, S, F, B, F, F, F, B"
1360,10,S,"S, B, B, S, F, F, B, F, F, B"
1361,10,S,"S, B, B, S, F, F, F, B, F, B"
1362,10,S,"S, B, B, S, F, F, F, F, B, B"
1363,10,S,"S, B, B, C, B, F, F, F, F, B"
1364,10,S,"S, B, B, C, F, B, F, F, F, B"
1365,10,S,"S, B, B, C, F, F, B, F, F, B"
1366,10,S,"S, B, B, C, F, F, F, B, F, B"
1367,10,S,"S, B, B, C, F, F, F, F, B, B"
1368,10,S,"S, B, B, F, B, F, F, F, F, B"
1369,10,S,"S, B, B, F, F, B, F, F, F, B"
1370,10,S,"S, B, B, F, F, F, B, F, F, B"
1371,10,S,"S, B, B, F, F, F, F, B, F, B"
1372,10,S,"S, B, B, F, F, F, F, F, B, B"
1373,10,S,"S, B, S, B, B, F, F, F, F, B"
1374,10,S,"S, B, S, B, F, B, F, F, F, B"
1375,10,S,"S, B, S, B, F, F, B, F, F, B"
1376,10,S,"S, B, S, B, F, F, F, B, F, B"
1377,10,S,"S, B, S, B, F, F, F, F, B, B"
1378,10,S,"S, B, S, F, B, B, F, F, F, B"
1379,10,S,"S, B, S, F, B, F, B, F, F, B"
1380,10,S,"S, B, S, F, B, F, F, B, F, B"
1381,10,S,"S, B, S, F, B, F, F, F, B, B"
1382,10,S,"S, B, S, F, F, B, B, F, F, B"
1383,10,S,"S, B, S, F, F, B, F, B, F, B"
1384,10,S,"S, B, S, F, F, B, F, F, B, B"
1385,10,S,"S, B, S, F, F, F, B, B, F, B"
1386,10,S,"S, B, S, F, F, F, B, F, B, B"
1387,10,S,"S, B, S, F, F, F, F, B, B, B"
1388,10,S,"S, B, C, B, B, F, F, F, F, B"
1389,10,S,"S, B, C, B, F, B, F, F, F, B"
1390,10,S,"S, B, C, B, F, F, B, F, F, B"
1391,10,S,"S, B, C, B, F, F, F, B, F, B"
1392,10,S,"S, B, C, B, F, F, F, F, B, B"
1393,10,S,"S, B, C, F, B, B, F, F, F, B"
1394,10,S,"S, B, C, F, B, F, B, F, F, B"
1395,10,S,"S, B, C, F, B, F, F, B, F, B"
1396,10,S,"S, B, C, F, B, F, F, F, B, B"
1397,10,S,"S, B, C, F, F, B, B, F, F, B"
1398,10,S,"S, B, C, F, F, B, F, B, F, B"
1399,10,S,"S, B, C, F, F, B, F, F, B, B"
1400,10,S,"S, B, C, F, F, F, B, B, F, B"
1401,10,S,"S, B, C, F, F, F, B, F, B, B"
1402,10,S,"S, B, C, F, F, F, F, B, B, B"
1403,10,S,"S, B, F, B, B, F, F, F, F, B"
1404,10,S,"S, B, F, B, F, B, F, F, F, B"
1405,10,S,"S, B, F, B, F, F, B, F, F, B"
1406,10,S,"S, B, F, B, F, F, F, B, F, B"
1407,10,S,"S, B, F, B, F, F, F, F, B, B"
1408,10,S,"S, B, F, F, B, B, F, F, F, B"
1409,10,S,"S, B, F, F, B, F, B, F, F, B"
1410,10,S,"S, B, F, F, B, F, F, B, F, B"
1411,10,S,"S, B, F, F, B, F, F, F, B, B"
1412,10,S,"S, B, F, F, F, B, B, F, F, B"
1413,10,S,"S, B, F, F, F, B, F, B, F, B"
1414,10,S,"S, B, F, F, F, B, F, F, B, B"
1415,10,S,"S, B, F, F, F, F, B, B, F, B"
1416,10,S,"S, B, F, F, F, F, B, F, B, B"
1417,10,S,"S, B, F, F, F, F, F, B, B, B"
1418,10,S,"S, S, B, B, B, F, F, F, F, B"
1419,10,S,"S, S, B, B, F, B, F, F, F, B"
1420,10,S,"S, S, B, B, F, F, B, F, F, B"
1421,10,S,"S, S, B, B, F, F, F, B, F, B"
1422,10,S,"S, S, B, B, F, F, F, F, B, B"
1423,10,S,"S, S, B, F, B, B, F, F, F, B"
1424,10,S,"S, S, B, F, B, F, B, F, F, B"
1425,10,S,"S, S, B, F, B, F, F, B, F, B"
1426,10,S,"S, S, B, F, B, F, F, F, B, B"
1427,10,S,"S, S, B, F, F, B, B, F, F, B"
1428,10,S,"S, S, B, F, F, B, F, B, F, B"
1429,10,S,"S, S, B, F, F, B, F, F, B, B"
1430,10,S,"S, S, B, F, F, F, B, B, F, B"
1431,10,S,"S, S, B, F, F, F, B, F, B, B"
1432,10,S,"S, S, B, F, F, F, F, B, B, B"
1433,10,S,"S, S, F, B, B, B, F, F, F, B"
1434,10,S,"S, S, F, B, B, F, B, F, F, B"
1435,10,S,"S, S, F, B, B, F, F, B, F, B"
1436,10,S,"S, S, F, B, B, F, F, F, B, B"
1437,10,S,"S, S, F, B, F, B, B, F, F, B"
1438,10,S,"S, S, F, B, F, B, F, B, F, B"
1439,10,S,"S, S, F, B, F, B, F, F, B, B"
1440,10,S,"S, S, F, B, F, F, B, B, F, B"
1441,10,S,"S, S, F, B, F, F, B, F, B, B"
1442,10,S,"S, S, F, B, F, F, F, B, B, B"
1443,10,S,"S, S, F, F, B, B, B, F, F, B"
1444,10,S,"S, S, F, F, B, B, F, B, F, B"
1445,10,S,"S, S, F, F, B, B, F, F, B, B"
1446,10,S,"S, S, F, F, B, F, B, B, F, B"
1447,10,S,"S, S, F, F, B, F, B, F, B, B"
1448,10,S,"S, S, F, F, B, F, F, B, B, B"
1449,10,S,"S, S, F, F, F, B, B, B, F, B"
1450,10,S,"S, S, F, F, F, B, B, F, B, B"
1451,10,S,"S, S, F, F, F, B, F, B, B, B"
1452,10,S,"S, S, F, F, F, F, B, B, B, B"
1453,10,S,"S, C, B, B, B, F, F, F, F, B"
1454,10,S,"S, C, B, B, F, B, F, F, F, B"
1455,10,S,"S, C, B, B, F, F, B, F, F, B"
1456,10,S,"S, C, B, B, F, F, F, B, F, B"
1457,10,S,"S, C, B, B, F, F, F, F, B, B"
1458,10,S,"S, C, B, F, B, B, F, F, F, B"
1459,10,S,"S, C, B, F, B, F, B, F, F, B"
1460,10,S,"S, C, B, F, B, F, F, B, F, B"
1461,10,S,"S, C, B, F, B, F, F, F, B, B"
1462,10,S,"S, C, B, F, F, B, B, F, F, B"
1463,10,S,"S, C, B, F, F, B, F, B, F, B"
1464,10,S,"S, C, B, F, F, B, F, F, B, B"
1465,10,S,"S, C, B, F, F, F, B, B, F, B"
1466,10,S,"S, C, B, F, F, F, B, F, B, B"
1467,10,S,"S, C, B, F, F, F, F, B, B, B"
1468,10,S,"S, C, F, B, B, B, F, F, F, B"
1469,10,S,"S, C, F, B, B, F, B, F, F, B"
1470,10,S,"S, C, F, B, B, F, F, B, F, B"
1471,10,S,"S, C, F, B, B, F, F, F, B, B"
1472,10,S,"S, C, F, B, F, B, B, F, F, B"
1473,10,S,"S, C, F, B, F, B, F, B, F, B"
1474,10,S,"S, C, F, B, F, B, F, F, B, B"
1475,10,S,"S, C, F, B, F, F, B, B, F, B"
1476,10,S,"S, C, F, B, F, F, B, F, B, B"
1477,10,S,"S, C, F, B, F, F, F, B, B, B"
1478,10,S,"S, C, F, F, B, B, B, F, F, B"
1479,10,S,"S, C, F, F, B, B, F, B, F, B"
1480,10,S,"S, C, F, F, B, B, F, F, B, B"
1481,10,S,"S, C, F, F, B, F, B, B, F, B"
1482,10,S,"S, C, F, F, B, F, B, F, B, B"
1483,10,S,"S, C, F, F, B, F, F, B, B, B"
1484,10,S,"S, C, F, F, F, B, B, B, F, B"
1485,10,S,"S, C, F, F, F, B, B, F, B, B"
1486,10,S,"S, C, F, F, F, B, F, B, B, B"
1487,10,S,"S, C, F, F, F, F, B, B, B, B"
1488,10,S,"S, F, B, B, B, F, F, F, F, B"
1489,10,S,"S, F, B, B, F, B, F, F, F, B"
1490,10,S,"S, F, B, B, F, F, B, F, F, B"
1491,10,S,"S, F, B, B, F, F, F, B, F, B"
1492,10,S,"S, F, B, B, F, F, F, F, B, B"
1493,10,S,"S, F, B, F, B, B, F, F, F, B"
1494,10,S,"S, F, B, F, B, F, B, F, F, B"
1495,10,S,"S, F, B, F, B, F, F, B, F, B"
1496,10,S,"S, F, B, F, B, F, F, F, B, B"
1497,10,S,"S, F, B, F, F, B, B, F, F, B"
1498,10,S,"S, F, B, F, F, B, F, B, F, B"
1499,10,S,"S, F, B, F, F, B, F, F, B, B"
1500,10,S,"S, F, B, F, F, F, B, B, F, B"
1501,10,S,"S, F, B, F, F, F, B, F, B, B"
1502,10,S,"S, F, B, F, F, F, F, B, B, B"
1503,10,S,"S, F, F, B, B, B, F, F, F, B"
1504,10,S,"S, F, F, B, B, F, B, F, F, B"
1505,10,S,"S, F, F, B, B, F, F, B, F, B"
1506,10,S,"S, F, F, B, B, F, F, F, B, B"
1507,10,S,"S, F, F, B, F, B, B, F, F, B"
1508,10,S,"S, F, F, B, F, B, F, B, F, B"
1509,10,S,"S, F, F, B, F, B, F, F, B, B"
1510,10,S,"S, F, F, B, F, F, B, B, F, B"
1511,10,S,"S, F, F, B, F, F, B, F, B, B"
1512,10,S,"S, F, F, B, F, F, F, B, B, B"
1513,10,S,"S, F, F, F, B, B, B, F, F, B"
1514,10,S,"S, F, F, F, B, B, F, B, F, B"
1515,10,S,"S, F, F, F, B, B, F, F, B, B"
1516,10,S,"S, F, F, F, B, F, B, B, F, B"
1517,10,S,"S, F, F, F, B, F, B, F, B, B"
1518,10,S,"S, F, F, F, B, F, F, B, B, B"
1519,10,S,"S, F, F, F, F, B, B, B, F, B"
1520,10,S,"S, F, F, F, F, B, B, F, B, B"
1521,10,S,"S, F, F, F, F, B, F, B, B, B"
1522,10,S,"S, F, F, F, F, F, B, B, B, B"
1523,10,C,"C, B, B, B, S, F, F, F, F, B"
1524,10,C,"C, B, B, B, C, F, F, F, F, B"
1525,10,C,"C, B, B, B, F, F, F, F, F, B"
1526,10,C,"C, B, B, S, B, F, F, F, F, B"
1527,10,C,"C, B, B, S, F, B, F, F, F, B"
1528,10,C,"C, B, B, S, F, F, B, F, F, B"
1529,10,C,"C, B, B, S, F, F, F, B, F, B"
1530,10,C,"C, B, B, S, F, F, F, F, B, B"
1531,10,C,"C, B, B, C, B, F, F, F, F, B"
1532,10,C,"C, B, B, C, F, B, F, F, F, B"
1533,10,C,"C, B, B, C, F, F, B, F, F, B"
1534,10,C,"C, B, B, C, F, F, F, B, F, B"
1535,10,C,"C, B, B, C, F, F, F, F, B, B"
1536,10,C,"C, B, B, F, B, F, F, F, F, B"
1537,10,C,"C, B, B, F, F, B, F, F, F, B"
1538,10,C,"C, B, B, F, F, F, B, F, F, B"
1539,10,C,"C, B, B, F, F, F, F, B, F, B"
1540,10,C,"C, B, B, F, F, F, F, F, B, B"
1541,10,C,"C, B, S, B, B, F, F, F, F, B"
1542,10,C,"C, B, S, B, F, B, F, F, F, B"
1543,10,C,"C, B, S, B, F, F, B, F, F, B"
1544,10,C,"C, B, S, B, F, F, F, B, F, B"
1545,10,C,"C, B, S, B, F, F, F, F, B, B"
1546,10,C,"C, B, S, F, B, B, F, F, F, B"
1547,10,C,"C, B, S, F, B, F, B, F, F, B"
1548,10,C,"C, B, S, F, B, F, F, B, F, B"
1549,10,C,"C, B, S, F, B, F, F, F, B, B"
1550,10,C,"C, B, S, F, F, B, B, F, F, B"
1551,10,C,"C, B, S, F, F, B, F, B, F, B"
1552,10,C,"C, B, S, F, F, B, F, F, B, B"
1553,10,C,"C, B, S, F, F, F, B, B, F, B"
1554,10,C,"C, B, S, F, F, F, B, F, B, B"
1555,10,C,"C, B, S, F, F, F, F, B, B, B"
1556,10,C,"C, B, C, B, B, F, F, F, F, B"
1557,10,C,"C, B, C, B, F, B, F, F, F, B"
1558,10,C,"C, B, C, B, F, F, B, F, F, B"
1559,10,C,"C, B, C, B, F, F, F, B, F, B"
1560,10,C,"C, B, C, B, F, F, F, F, B, B"
1561,10,C,"C, B, C, F, B, B, F, F, F, B"
1562,10,C,"C, B, C, F, B, F, B, F, F, B"
1563,10,C,"C, B, C, F, B, F, F, B, F, B"
1564,10,C,"C, B, C, F, B, F, F, F, B, B"
1565,10,C,"C, B, C, F, F, B, B, F, F, B"
1566,10,C,"C, B, C, F, F, B, F, B, F, B"
1567,10,C,"C, B, C, F, F, B, F, F, B, B"
1568,10,C,"C, B, C, F, F, F, B, B, F, B"
1569,10,C,"C, B, C, F, F, F, B, F, B, B"
1570,10,C,"C, B, C, F, F, F, F, B, B, B"
1571,10,C,"C, B, F, B, B, F, F, F, F, B"
1572,10,C,"C, B, F, B, F, B, F, F, F, B"
1573,10,C,"C, B, F, B, F, F, B, F, F, B"
1574,10,C,"C, B, F, B, F, F, F, B, F, B"
1575,10,C,"C, B, F, B, F, F, F, F, B, B"
1576,10,C,"C, B, F, F, B, B, F, F, F, B"
1577,10,C,"C, B, F, F, B, F, B, F, F, B"
1578,10,C,"C, B, F, F, B, F, F, B, F, B"
1579,10,C,"C, B, F, F, B, F, F, F, B, B"
1580,10,C,"C, B, F, F, F, B, B, F, F, B"
1581,10,C,"C, B, F, F, F, B, F, B, F, B"
1582,10,C,"C, B, F, F, F, B, F, F, B, B"
1583,10,C,"C, B, F, F, F, F, B, B, F, B"
1584,10,C,"C, B, F, F, F, F, B, F, B, B"
1585,10,C,"C, B, F, F, F, F, F, B, B, B"
1586,10,C,"C, S, B, B, B, F, F, F, F, B"
1587,10,C,"C, S, B, B, F, B, F, F, F, B"
1588,10,C,"C, S, B, B, F, F, B, F, F, B"
1589,10,C,"C, S, B, B, F, F, F, B, F, B"
1590,10,C,"C, S, B, B, F, F, F, F, B, B"
1591,10,C,"C, S, B, F, B, B, F, F, F, B"
1592,10,C,"C, S, B, F, B, F, B, F, F, B"
1593,10,C,"C, S, B, F, B, F, F, B, F, B"
1594,10,C,"C, S, B, F, B, F, F, F, B, B"
1595,10,C,"C, S, B, F, F, B, B, F, F, B"
1596,10,C,"C, S, B, F, F, B, F, B, F, B"
1597,10,C,"C, S, B, F, F, B, F, F, B, B"
1598,10,C,"C, S, B, F, F, F, B, B, F, B"
1599,10,C,"C, S, B, F, F, F, B, F, B, B"
1600,10,C,"C, S, B, F, F, F, F, B, B, B"
1601,10,C,"C, S, F, B, B, B, F, F, F, B"
1602,10,C,"C, S, F, B, B, F, B, F, F, B"
1603,10,C,"C, S, F, B, B, F, F, B, F, B"
1604,10,C,"C, S, F, B, B, F, F, F, B, B"
1605,10,C,"C, S, F, B, F, B, B, F, F, B"
1606,10,C,"C, S, F, B, F, B, F, B, F, B"
1607,10,C,"C, S, F, B, F, B, F, F, B, B"
1608,10,C,"C, S, F, B, F, F, B, B, F, B"
1609,10,C,"C, S, F, B, F, F, B, F, B, B"
1610,10,C,"C, S, F, B, F, F, F, B, B, B"
1611,10,C,"C, S, F, F, B, B, B, F, F, B"
1612,10,C,"C, S, F, F, B, B, F, B, F, B"
1613,10,C,"C, S, F, F, B, B, F, F, B, B"
1614,10,C,"C, S, F, F, B, F, B, B, F, B"
1615,10,C,"C, S, F, F, B, F, B, F, B, B"
1616,10,C,"C, S, F, F, B, F, F, B, B, B"
1617,10,C,"C, S, F, F, F, B, B, B, F, B"
1618,10,C,"C, S, F, F, F, B, B, F, B, B"
1619,10,C,"C, S, F, F, F, B, F, B, B, B"
1620,10,C,"C, S, F, F, F, F, B, B, B, B"
1621,10,C,"C, C, B, B, B, F, F, F, F, B"
1622,10,C,"C, C, B, B, F, B, F, F, F, B"
1623,10,C,"C, C, B, B, F, F, B, F, F, B"
1624,10,C,"C, C, B, B, F, F, F, B, F, B"
1625,10,C,"C, C, B, B, F, F, F, F, B, B"
1626,10,C,"C, C, B, F, B, B, F, F, F, B"
1627,10,C,"C, C, B, F, B, F, B, F, F, B"
1628,10,C,"C, C, B, F, B, F, F, B, F, B"
1629,10,C,"C, C, B, F, B, F, F, F, B, B"
1630,10,C,"C, C, B, F, F, B, B, F, F, B"
1631,10,C,"C, C, B, F, F, B, F, B, F, B"
1632,10,C,"C, C, B, F, F, B, F, F, B, B"
1633,10,C,"C, C, B, F, F, F, B, B, F, B"
1634,10,C,"C, C, B, F, F, F, B, F, B, B"
1635,10,C,"C, C, B, F, F, F, F, B, B, B"
1636,10,C,"C, C, F, B, B, B, F, F, F, B"
1637,10,C,"C, C, F, B, B, F, B, F, F, B"
1638,10,C,"C, C, F, B, B, F, F, B, F, B"
1639,10,C,"C, C, F, B, B, F, F, F, B, B"
1640,10,C,"C, C, F, B, F, B, B, F, F, B"
1641,10,C,"C, C, F, B, F, B, F, B, F, B"
1642,10,C,"C, C, F, B, F, B, F, F, B, B"
1643,10,C,"C, C, F, B, F, F, B, B, F, B"
1644,10,C,"C, C, F, B, F, F, B, F, B, B"
1645,10,C,"C, C, F, B, F, F, F, B, B, B"
1646,10,C,"C, C, F, F, B, B, B, F, F, B"
1647,10,C,"C, C, F, F, B, B, F, B, F, B"
1648,10,C,"C, C, F, F, B, B, F, F, B, B"
1649,10,C,"C, C, F, F, B, F, B, B, F, B"
1650,10,C,"C, C, F, F, B, F, B, F, B, B"
1651,10,C,"C, C, F, F, B, F, F, B, B, B"
1652,10,C,"C, C, F, F, F, B, B, B, F, B"
1653,10,C,"C, C, F, F, F, B, B, F, B, B"
1654,10,C,"C, C, F, F, F, B, F, B, B, B"
1655,10,C,"C, C, F, F, F, F, B, B, B, B"
1656,10,C,"C, F, B, B, B, F, F, F, F, B"
1657,10,C,"C, F, B, B, F, B, F, F, F, B"
1658,10,C,"C, F, B, B, F, F, B, F, F, B"
1659,10,C,"C, F, B, B, F, F, F, B, F, B"
1660,10,C,"C, F, B, B, F, F, F, F, B, B"
1661,10,C,"C, F, B, F, B, B, F, F, F, B"
1662,10,C,"C, F, B, F, B, F, B, F, F, B"
1663,10,C,"C, F, B, F, B, F, F, B, F, B"
1664,10,C,"C, F, B, F, B, F, F, F, B, B"
1665,10,C,"C, F, B, F, F, B, B, F, F, B"
1666,10,C,"C, F, B, F, F, B, F, B, F, B"
1667,10,C,"C, F, B, F, F, B, F, F, B, B"
1668,10,C,"C, F, B, F, F, F, B, B, F, B"
1669,10,C,"C, F, B, F, F, F, B, F, B, B"
1670,10,C,"C, F, B, F, F, F, F, B, B, B"
1671,10,C,"C, F, F, B, B, B, F, F, F, B"
1672,10,C,"C, F, F, B, B, F, B, F, F, B"
1673,10,C,"C, F, F, B, B, F, F, B, F, B"
1674,10,C,"C, F, F, B, B, F, F, F, B, B"
1675,10,C,"C, F, F, B, F, B, B, F, F, B"
1676,10,C,"C, F, F, B, F, B, F, B, F, B"
1677,10,C,"C, F, F, B, F, B, F, F, B, B"
1678,10,C,"C, F, F, B, F, F, B, B, F, B"
1679,10,C,"C, F, F, B, F, F, B, F, B, B"
1680,10,C,"C, F, F, B, F, F, F, B, B, B"
1681,10,C,"C, F, F, F, B, B, B, F, F, B"
1682,10,C,"C, F, F, F, B, B, F, B, F, B"
1683,10,C,"C, F, F, F, B, B, F, F, B, B"
1684,10,C,"C, F, F, F, B, F, B, B, F, B"
1685,10,C,"C, F, F, F, B, F, B, F, B, B"
1686,10,C,"C, F, F, F, B, F, F, B, B, B"
1687,10,C,"C, F, F, F, F, B, B, B, F, B"
1688,10,C,"C, F, F, F, F, B, B, F, B, B"
1689,10,C,"C, F, F, F, F, B, F, B, B, B"
1690,10,C,"C, F, F, F, F, F, B, B, B, B"
1691,10,F,"F, B, B, B, S, F, F, F, F, B"
1692,10,F,"F, B, B, B, C, F, F, F, F, B"
1693,10,F,"F, B, B, B, F, F, F, F, F, B"
1694,10,F,"F, B, B, S, B, F, F, F, F, B"
1695,10,F,"F, B, B, S, F, B, F, F, F, B"
1696,10,F,"F, B, B, S, F, F, B, F, F, B"
1697,10,F,"F, B, B, S, F, F, F, B, F, B"
1698,10,F,"F, B, B, S, F, F, F, F, B, B"
1699,10,F,"F, B, B, C, B, F, F, F, F, B"
1700,10,F,"F, B, B, C, F, B, F, F, F, B"
1701,10,F,"F, B, B, C, F, F, B, F, F, B"
1702,10,F,"F, B, B, C, F, F, F, B, F, B"
1703,10,F,"F, B, B, C, F, F, F, F, B, B"
1704,10,F,"F, B, B, F, B, F, F, F, F, B"
1705,10,F,"F, B, B, F, F, B, F, F, F, B"
1706,10,F,"F, B, B, F, F, F, B, F, F, B"
1707,10,F,"F, B, B, F, F, F, F, B, F, B"
1708,10,F,"F, B, B, F, F, F, F, F, B, B"
1709,10,F,"F, B, S, B, B, F, F, F, F, B"
1710,10,F,"F, B, S, B, F, B, F, F, F, B"
1711,10,F,"F, B, S, B, F, F, B, F, F, B"
1712,10,F,"F, B, S, B, F, F, F, B, F, B"
1713,10,F,"F, B, S, B, F, F, F, F, B, B"
1714,10,F,"F, B, S, F, B, B, F, F, F, B"
1715,10,F,"F, B, S, F, B, F, B, F, F, B"
1716,10,F,"F, B, S, F, B, F, F, B, F, B"
1717,10,F,"F, B, S, F, B, F, F, F, B, B"
1718,10,F,"F, B, S, F, F, B, B, F, F, B"
1719,10,F,"F, B, S, F, F, B, F, B, F, B"
1720,10,F,"F, B, S, F, F, B, F, F, B, B"
1721,10,F,"F, B, S, F, F, F, B, B, F, B"
1722,10,F,"F, B, S, F, F, F, B, F, B, B"
1723,10,F,"F, B, S, F, F, F, F, B, B, B"
1724,10,F,"F, B, C, B, B, F, F, F, F, B"
1725,10,F,"F, B, C, B, F, B, F, F, F, B"
1726,10,F,"F, B, C, B, F, F, B, F, F, B"
1727,10,F,"F, B, C, B, F, F, F, B, F, B"
1728,10,F,"F, B, C, B, F, F, F, F, B, B"
1729,10,F,"F, B, C, F, B, B, F, F, F, B"
1730,10,F,"F, B, C, F, B, F, B, F, F, B"
1731,10,F,"F, B, C, F, B, F, F, B, F, B"
1732,10,F,"F, B, C, F, B, F, F, F, B, B"
1733,10,F,"F, B, C, F, F, B, B, F, F, B"
1734,10,F,"F, B, C, F, F, B, F, B, F, B"
1735,10,F,"F, B, C, F, F, B, F, F, B, B"
1736,10,F,"F, B, C, F, F, F, B, B, F, B"
1737,10,F,"F, B, C, F, F, F, B, F, B, B"
1738,10,F,"F, B, C, F, F, F, F, B, B, B"
1739,10,F,"F, B, F, B, B, F, F, F, F, B"
1740,10,F,"F, B, F, B, F, B, F, F, F, B"
1741,10,F,"F, B, F, B, F, F, B, F, F, B"
1742,10,F,"F, B, F, B, F, F, F, B, F, B"
1743,10,F,"F, B, F, B, F, F, F, F, B, B"
1744,10,F,"F, B, F, F, B, B, F, F, F, B"
1745,10,F,"F, B, F, F, B, F, B, F, F, B"
1746,10,F,"F, B, F, F, B, F, F, B, F, B"
1747,10,F,"F, B, F, F, B, F, F, F, B, B"
1748,10,F,"F, B, F, F, F, B, B, F, F, B"
1749,10,F,"F, B, F, F, F, B, F, B, F, B"
1750,10,F,"F, B, F, F, F, B, F, F, B, B"
1751,10,F,"F, B, F, F, F, F, B, B, F, B"
1752,10,F,"F, B, F, F, F, F, B, F, B, B"
1753,10,F,"F, B, F, F, F, F, F, B, B, B"
1754,10,F,"F, S, B, B, B, F, F, F, F, B"
1755,10,F,"F, S, B, B, F, B, F, F, F, B"
1756,10,F,"F, S, B, B, F, F, B, F, F, B"
1757,10,F,"F, S, B, B, F, F, F, B, F, B"
1758,10,F,"F, S, B, B, F, F, F, F, B, B"
1759,10,F,"F, S, B, F, B, B, F, F, F, B"
1760,10,F,"F, S, B, F, B, F, B, F, F, B"
1761,10,F,"F, S, B, F, B, F, F, B, F, B"
1762,10,F,"F, S, B, F, B, F, F, F, B, B"
1763,10,F,"F, S, B, F, F, B, B, F, F, B"
1764,10,F,"F, S, B, F, F, B, F, B, F, B"
1765,10,F,"F, S, B, F, F, B, F, F, B, B"
1766,10,F,"F, S, B, F, F, F, B, B, F, B"
1767,10,F,"F, S, B, F, F, F, B, F, B, B"
1768,10,F,"F, S, B, F, F, F, F, B, B, B"
1769,10,F,"F, S, F, B, B, B, F, F, F, B"
1770,10,F,"F, S, F, B, B, F, B, F, F, B"
1771,10,F,"F, S, F, B, B, F, F, B, F, B"
1772,10,F,"F, S, F, B, B, F, F, F, B, B"
1773,10,F,"F, S, F, B, F, B, B, F, F, B"
1774,10,F,"F, S, F, B, F, B, F, B, F, B"
1775,10,F,"F, S, F, B, F, B, F, F, B, B"
1776,10,F,"F, S, F, B, F, F, B, B, F, B"
1777,10,F,"F, S, F, B, F, F, B, F, B, B"
1778,10,F,"F, S, F, B, F, F, F, B, B, B"
1779,10,F,"F, S, F, F, B, B, B, F, F, B"
1780,10,F,"F, S, F, F, B, B, F, B, F, B"
1781,10,F,"F, S, F, F, B, B, F, F, B, B"
1782,10,F,"F, S, F, F, B, F, B, B, F, B"
1783,10,F,"F, S, F, F, B, F, B, F, B, B"
1784,10,F,"F, S, F, F, B, F, F, B, B, B"
1785,10,F,"F, S, F, F, F, B, B, B, F, B"
1786,10,F,"F, S, F, F, F, B, B, F, B, B"
1787,10,F,"F, S, F, F, F, B, F, B, B, B"
1788,10,F,"F, S, F, F, F, F, B, B, B, B"
